Id,SalePrice
1461,122979.66995730896
1462,149754.4418325656
1463,188838.83500269015
1464,191166.00448357733
1465,191166.00448357733
1466,157065.6503246874
1467,159798.22180156573
1468,157065.6503246874
1469,191166.00448357733
1470,113144.58617474217
1471,191166.00448357733
1472,97762.03635087385
1473,97762.03635087385
1474,140948.05113974225
1475,103008.98757196522
1476,418664.23197015515
1477,253722.81805503703
1478,312061.0948229188
1479,312061.0948229188
1480,460468.07294041896
1481,312061.0948229188
1482,208570.47160961395
1483,188838.83500269015
1484,157065.6503246874
1485,191166.00448357733
1486,191166.00448357733
1487,312061.0948229188
1488,232962.28353861917
1489,191166.00448357733
1490,236750.5226374576
1491,191166.00448357733
1492,97762.03635087385
1493,157065.6503246874
1494,304881.53498619865
1495,312061.0948229188
1496,232962.28353861917
1497,177369.42099834225
1498,181037.95915813878
1499,157065.6503246874
1500,149754.4418325656
1501,177369.42099834225
1502,149754.4418325656
1503,304881.53498619865
1504,236750.5226374576
1505,228679.40498499628
1506,191166.00448357733
1507,236750.5226374576
1508,191166.00448357733
1509,157065.6503246874
1510,149754.4418325656
1511,157065.6503246874
1512,177369.42099834225
1513,149754.4418325656
1514,157065.6503246874
1515,191166.00448357733
1516,157065.6503246874
1517,157065.6503246874
1518,128795.65718763028
1519,208570.47160961395
1520,128795.65718763028
1521,136235.24337039128
1522,188838.83500269015
1523,110759.91213731057
1524,128795.65718763028
1525,122979.66995730896
1526,110759.91213731057
1527,103008.98757196522
1528,138554.86837508716
1529,149754.4418325656
1530,177369.42099834225
1531,103008.98757196522
1532,97762.03635087385
1533,157065.6503246874
1534,136235.24337039128
1535,149754.4418325656
1536,110759.91213731057
1537,60232.364005515985
1538,149754.4418325656
1539,191166.00448357733
1540,97762.03635087385
1541,149754.4418325656
1542,149754.4418325656
1543,191166.00448357733
1544,86676.44545173804
1545,110759.91213731057
1546,140948.05113974225
1547,138554.86837508716
1548,145258.70285753987
1549,128795.65718763028
1550,136235.24337039128
1551,110759.91213731057
1552,128795.65718763028
1553,149754.4418325656
1554,110759.91213731057
1555,157065.6503246874
1556,97762.03635087385
1557,110759.91213731057
1558,103008.98757196522
1559,60232.364005515985
1560,128795.65718763028
1561,128795.65718763028
1562,128795.65718763028
1563,113144.58617474217
1564,157065.6503246874
1565,149754.4418325656
1566,232962.28353861917
1567,90831.65662026421
1568,236750.5226374576
1569,138554.86837508716
1570,136235.24337039128
1571,122979.66995730896
1572,149754.4418325656
1573,232962.28353861917
1574,113144.58617474217
1575,208570.47160961395
1576,236750.5226374576
1577,188838.83500269015
1578,138554.86837508716
1579,149754.4418325656
1580,191166.00448357733
1581,152219.6250258259
1582,128795.65718763028
1583,312061.0948229188
1584,208570.47160961395
1585,138554.86837508716
1586,60232.364005515985
1587,103008.98757196522
1588,149754.4418325656
1589,100269.97449997853
1590,136235.24337039128
1591,97762.03635087385
1592,122979.66995730896
1593,128795.65718763028
1594,128795.65718763028
1595,103008.98757196522
1596,228679.40498499628
1597,191166.00448357733
1598,232962.28353861917
1599,157065.6503246874
1600,157065.6503246874
1601,63274.22403674992
1602,113144.58617474217
1603,63274.22403674992
1604,265351.7754407366
1605,236750.5226374576
1606,157065.6503246874
1607,181037.95915813878
1608,212451.31323293128
1609,188838.83500269015
1610,149754.4418325656
1611,140948.05113974225
1612,159798.22180156573
1613,157065.6503246874
1614,113144.58617474217
1615,97762.03635087385
1616,80531.91850697559
1617,97762.03635087385
1618,128795.65718763028
1619,138554.86837508716
1620,149754.4418325656
1621,138554.86837508716
1622,138554.86837508716
1623,236750.5226374576
1624,212451.31323293128
1625,122979.66995730896
1626,159798.22180156573
1627,191166.00448357733
1628,265351.7754407366
1629,181037.95915813878
1630,365452.2024406063
1631,232962.28353861917
1632,253722.81805503703
1633,159798.22180156573
1634,188838.83500269015
1635,159798.22180156573
1636,149754.4418325656
1637,199849.93347664794
1638,181037.95915813878
1639,188838.83500269015
1640,236750.5226374576
1641,159798.22180156573
1642,232962.28353861917
1643,212451.31323293128
1644,232962.28353861917
1645,199849.93347664794
1646,157065.6503246874
1647,157065.6503246874
1648,128795.65718763028
1649,149754.4418325656
1650,110759.91213731057
1651,128795.65718763028
1652,97762.03635087385
1653,103008.98757196522
1654,149754.4418325656
1655,128795.65718763028
1656,138554.86837508716
1657,149754.4418325656
1658,149754.4418325656
1659,110759.91213731057
1660,149754.4418325656
1661,460468.07294041896
1662,418664.23197015515
1663,418664.23197015515
1664,460468.07294041896
1665,312061.0948229188
1666,312061.0948229188
1667,418664.23197015515
1668,312061.0948229188
1669,304881.53498619865
1670,312061.0948229188
1671,265351.7754407366
1672,436380.87290505803
1673,304881.53498619865
1674,236750.5226374576
1675,191166.00448357733
1676,191166.00448357733
1677,228679.40498499628
1678,436380.87290505803
1679,418664.23197015515
1680,321326.37982620986
1681,236750.5226374576
1682,312061.0948229188
1683,191166.00448357733
1684,177369.42099834225
1685,159798.22180156573
1686,157065.6503246874
1687,159798.22180156573
1688,191166.00448357733
1689,191166.00448357733
1690,191166.00448357733
1691,191166.00448357733
1692,265351.7754407366
1693,157065.6503246874
1694,181037.95915813878
1695,157065.6503246874
1696,298316.67939355795
1697,157065.6503246874
1698,392320.9180674705
1699,312061.0948229188
1700,265351.7754407366
1701,298316.67939355795
1702,236750.5226374576
1703,236750.5226374576
1704,298316.67939355795
1705,232962.28353861917
1706,418664.23197015515
1707,205430.7983618309
1708,193676.27242298896
1709,265351.7754407366
1710,228679.40498499628
1711,298316.67939355795
1712,265351.7754407366
1713,277827.4818277052
1714,220404.03290718037
1715,199849.93347664794
1716,188838.83500269015
1717,177369.42099834225
1718,138554.86837508716
1719,193676.27242298896
1720,228679.40498499628
1721,157065.6503246874
1722,128795.65718763028
1723,149754.4418325656
1724,191166.00448357733
1725,232962.28353861917
1726,181037.95915813878
1727,157065.6503246874
1728,157065.6503246874
1729,157065.6503246874
1730,157065.6503246874
1731,128795.65718763028
1732,128795.65718763028
1733,110759.91213731057
1734,128795.65718763028
1735,122979.66995730896
1736,110759.91213731057
1737,312061.0948229188
1738,265351.7754407366
1739,242325.69185234
1740,208570.47160961395
1741,191166.00448357733
1742,159798.22180156573
1743,188838.83500269015
1744,304881.53498619865
1745,232962.28353861917
1746,157065.6503246874
1747,208570.47160961395
1748,199849.93347664794
1749,138554.86837508716
1750,128795.65718763028
1751,236750.5226374576
