Id,SalePrice
1461,121441.94068634341
1462,151177.65577628225
1463,182362.99696476935
1464,186323.34501620784
1465,197276.40456382697
1466,166634.38867467642
1467,168837.99100633748
1468,155170.9278422273
1469,182362.99696476935
1470,116162.43098545121
1471,191520.8974461421
1472,94969.13690486184
1473,95184.08802983945
1474,143078.48997689178
1475,111510.76597609819
1476,390326.3388061461
1477,248619.3218513817
1478,293151.6609611681
1479,294894.13462531875
1480,495802.40899103106
1481,317932.41021640855
1482,209382.44365518284
1483,182362.99696476935
1484,166634.38867467642
1485,186323.34501620784
1486,189926.1955042731
1487,336001.0978509252
1488,223980.78409213305
1489,186323.34501620784
1490,233171.76531234314
1491,186323.34501620784
1492,93892.51485049265
1493,166258.08535870456
1494,302944.55670686177
1495,293151.6609611681
1496,228058.09391004467
1497,175303.48015395817
1498,175700.2564085871
1499,155474.12802005262
1500,149866.54357428232
1501,174961.60971954756
1502,145146.7971743148
1503,283014.57302235224
1504,236654.4385442053
1505,220684.61913314904
1506,186323.34501620784
1507,245122.4766978437
1508,202527.40044734828
1509,155170.9278422273
1510,145956.23090350555
1511,164494.76798914527
1512,174961.60971954756
1513,143887.98820428216
1514,155826.0234133111
1515,185902.57923870083
1516,155170.9278422273
1517,164123.29645809793
1518,132948.89789727924
1519,212509.7990881221
1520,126840.47109105703
1521,135211.27073039577
1522,181596.34016725165
1523,113454.08353189545
1524,129482.42166635572
1525,121943.11633613722
1526,116544.08195037984
1527,108156.90758082838
1528,138098.704557514
1529,149866.54357428232
1530,175700.2564085871
1531,109380.65090836692
1532,97550.70444576134
1533,153825.18358383895
1534,135672.83969600144
1535,148516.12681623362
1536,113197.87430475302
1537,68068.5520410129
1538,151473.05324895767
1539,186323.34501620784
1540,96842.8331437214
1541,143563.05180377472
1542,147228.09699367126
1543,193942.50946351205
1544,89422.01414985798
1545,115685.01325710477
1546,137427.55503340578
1547,138411.27320089133
1548,139128.1952949837
1549,121716.80916154913
1550,138002.62171212482
1551,114008.15561175963
1552,132648.66462849537
1553,147561.32869217804
1554,114979.95267038861
1555,165933.85482171903
1556,91152.346009681
1557,115454.46072612917
1558,105056.87864764423
1559,68068.5520410129
1560,132648.66462849537
1561,130114.77013869579
1562,130114.77013869579
1563,116425.35005649136
1564,155826.0234133111
1565,149866.54357428232
1566,233171.76531234314
1567,84670.28832317443
1568,233171.76531234314
1569,140788.07941229315
1570,135672.83969600144
1571,122219.11914970702
1572,143563.05180377472
1573,223980.78409213305
1574,117258.7337422673
1575,209382.44365518284
1576,241515.1859630605
1577,182362.99696476935
1578,140788.07941229315
1579,149866.54357428232
1580,191520.8974461421
1581,147003.7504874983
1582,125608.22133981346
1583,294894.13462531875
1584,212509.7990881221
1585,140788.07941229315
1586,68068.5520410129
1587,105294.66191235295
1588,149866.54357428232
1589,100977.07126057099
1590,138314.972885923
1591,94969.13690486184
1592,121653.72046942124
1593,130114.77013869579
1594,126554.03213859958
1595,109133.64048476686
1596,223474.97864023282
1597,186323.34501620784
1598,218603.90177315648
1599,166634.38867467642
1600,166634.38867467642
1601,68222.6175953523
1602,116162.43098545121
1603,68068.5520410129
1604,260039.93146323395
1605,245122.4766978437
1606,166634.38867467642
1607,175700.2564085871
1608,213878.17526490364
1609,182362.99696476935
1610,149528.10613880056
1611,143078.48997689178
1612,169220.13356440555
1613,165933.85482171903
1614,116425.35005649136
1615,93892.51485049265
1616,80638.88046316283
1617,94969.13690486184
1618,130114.77013869579
1619,138098.704557514
1620,151815.89279001675
1621,138098.704557514
1622,141106.73506543337
1623,245122.4766978437
1624,209382.44365518284
1625,122815.99637645103
1626,169220.13356440555
1627,186323.34501620784
1628,260039.93146323395
1629,175700.2564085871
1630,361861.66496439313
1631,233171.76531234314
1632,248619.3218513817
1633,169220.13356440555
1634,182362.99696476935
1635,168508.72926043064
1636,151177.65577628225
1637,203700.16167662197
1638,180601.47579626032
1639,182362.99696476935
1640,245122.4766978437
1641,168837.99100633748
1642,233171.76531234314
1643,217072.67903788952
1644,236654.4385442053
1645,203700.16167662197
1646,155170.9278422273
1647,155826.0234133111
1648,132948.89789727924
1649,141139.39841044604
1650,116162.43098545121
1651,121943.11633613722
1652,100977.07126057099
1653,105056.87864764423
1654,145146.7971743148
1655,133809.14667642736
1656,142341.21231666798
1657,148852.27378335415
1658,148852.27378335415
1659,119542.26780495762
1660,149528.10613880056
1661,495802.40899103106
1662,384417.7702122929
1663,390326.3388061461
1664,495802.40899103106
1665,299707.961319002
1666,310457.9812752625
1667,384417.7702122929
1668,334015.7317398549
1669,283014.57302235224
1670,336001.0978509252
1671,260039.93146323395
1672,420830.0928374734
1673,286057.0670276629
1674,245122.4766978437
1675,197031.15174726516
1676,186323.34501620784
1677,220684.61913314904
1678,436571.0250670833
1679,384417.7702122929
1680,336340.4703757329
1681,236654.4385442053
1682,310457.9812752625
1683,182959.1910127451
1684,175700.2564085871
1685,168508.72926043064
1686,166634.38867467642
1687,169220.13356440555
1688,186323.34501620784
1689,186323.34501620784
1690,191922.65824481827
1691,182362.99696476935
1692,260039.93146323395
1693,166634.38867467642
1694,175700.2564085871
1695,166634.38867467642
1696,281978.2274121858
1697,166258.08535870456
1698,361861.66496439313
1699,317932.41021640855
1700,260039.93146323395
1701,281978.2274121858
1702,245122.4766978437
1703,245122.4766978437
1704,281978.2274121858
1705,236654.4385442053
1706,390326.3388061461
1707,209382.44365518284
1708,205438.96375980353
1709,260039.93146323395
1710,220684.61913314904
1711,281978.2274121858
1712,260039.93146323395
1713,268447.8014377138
